Date,ADA,BCH,BCN,BTC,BTG,BTS,DASH,DCR,DOGE,EOS,ETC,ETH,ICX,LSK,LTC,MIOTA,NANO,NEO,QTUM,SC,STEEM,STRAT,TRX,WAVES,XEM,XLM,XMR,XRP,XVG,ZEC
2018-01-01,1.229933974421439,-4.1302506844697415,0.3713706954760351,-3.6552148317370974,4.096738732136296,14.43096280585791,0.21822045959125927,11.97137877258968,-0.7071500729599149,0.7918552036199127,18.056774948785492,2.05917374197556,13.149350649350659,3.407477520113577,-1.3404357507750047,10.579345088161217,26.750084545147107,3.628520680030449,-2.496714848883042,1.3649658758531045,24.93765586034913,10.636942675159236,13.430699293935591,-0.23866348448686842,0.9615384615384623,24.843752604123257,2.774450541797832,3.76569037656905,-42.572583279425615,12.418787574282309
2018-01-02,6.891246596225089,10.271486536333457,7.2926447574334805,8.843219575359928,1.5085895770174704,3.043427249296346,13.446440889531255,-0.6277116218960647,2.5806451612903234,5.251875669882103,2.147766323024055,12.640767039030354,5.084745762711865,3.7357630979498877,10.423185231539426,0.7499999999999951,12.255192878338285,12.742167607660804,-0.26350461133070435,-0.1562398281361759,40.059790732436475,2.363184079601984,34.298823110749595,5.842696629213479,10.344827586206888,15.007631479232106,6.3716029419435625,3.6290322580645102,-7.747144680997884,1.0831005466915624
2018-01-03,27.53824074074074,-3.921891830765631,0.28089887640449107,1.4400368396815975,-2.531083481349902,11.126122893803286,-4.012846575670091,-1.1295743091859538,1.8776824034334743,8.797653958944284,-0.17211703958692562,8.131128469336875,11.580381471389643,-4.52380952380952,-4.201817663121002,3.1476997578692467,-34.530938123752506,14.427813565744604,-2.7585039769842536,6.767419276523406,16.68742216687421,5.1886792452830335,16.917098719153557,-2.7713625866050764,35.19553072625699,36.984045336728315,6.950444110081053,20.2572347266881,0.21759938300935172,-0.278403134613072
2018-01-04,2.702702702702705,-7.345546420429772,7.772020725388609,2.5526950100005172,1.285797779076557,-5.794993819970163,4.801632799095777,3.251445086705197,3.359601824968889,9.308510638297863,4.019823788546258,1.8554010520735567,-1.3812154696132548,2.1435228331780096,-1.6572067779757218,-1.225490196078427,23.347613219094242,-6.507920492382204,-2.818862014964337,15.741024854249774,-22.40853658536585,-5.603985056039864,54.46401954090414,-3.588516746411492,-9.146341463414643,-23.77971134590153,-2.2354546582309864,2.8125000000000093,8.771610212081601,2.234580554108783
2018-01-05,-11.048972596915252,5.970253203739251,50.84194141785765,10.501161823345473,1.3264129181084223,-8.688639777217661,-6.714624135507317,-0.7003183265120473,20.73641818032383,-4.0590405904059,-0.3314917127071752,1.6838391532694612,-5.8479532163742745,11.175496688741719,3.1692542223292035,-8.800000000000002,-4.076433121019112,-4.019731318219981,8.341307814992032,44.2524803284297,-12.908777969018933,-5.727452271231067,5.704246106413395,-3.9800995024875507,-3.144654088050303,-9.25560424437765,-4.704629292876816,-4.918032786885258,12.108395816999241,-1.0766748747558854
2018-01-06,2.9554368932038884,7.254947697055607,15.33485084461483,0.5562845894905004,7.636993142020108,6.899213082326273,8.902555670616499,4.007333682556315,18.13900289309022,13.831478537360892,5.778240499739716,4.2201059826434255,11.855670103092784,22.663252240717025,15.914994096812274,4.822335025380709,-7.203823830658926,5.532421177870313,33.76993767825076,25.376563696706675,12.368024132730019,6.176652254478083,-26.177794813412138,6.220839813374797,3.6363636363636265,6.6530505884258595,14.981116240033568,1.294498381877024,-3.9791483669474017,22.951613325308138
2018-01-07,-1.980198019801982,0.00825295671144858,-8.388520971302427,-6.368645919308647,0.6186931348221686,-1.9498525434721428,1.5870175738857883,-0.12237762237762287,13.02083333333333,-0.4792332268370647,5.810247609708256,9.668132192131255,21.774193548387096,8.413954851949578,-2.773444271104178,3.194103194103202,-10.48660882685778,1.5327540759543175,-10.376588550775336,-2.5437410009162864,-3.432137285491416,5.043988269794718,12.450477072950838,0.6949806949806939,10.326086956521749,-1.4721751745528056,1.42816711296889,8.579881656804735,4.27243799359188,13.22721286161951
2018-01-08,-12.34680234304261,-15.090420281894895,-17.054263565891468,-8.618928022887115,-26.174076393237314,-6.926213206046132,-18.173293495748112,-2.142857142857148,-13.57926221335992,-29.205366357069146,-19.30389002632349,-0.40399467144960083,4.707012487992317,-8.9776357827476,-12.781513919299343,-5.71428571428572,-2.751937984496127,-0.04883766360618419,-53.21543408360129,-16.60497831368207,-6.478405315614628,21.609195402298848,-31.358023066851743,4.988994864270003,-11.515151515151526,-11.17423008534568,-13.395215641740931,-37.39837398373984,-2.0024105165793045,-26.638772663877266
2018-01-09,-10.34178876038212,-1.2506481125290545,-11.366906474820146,-3.9375419652767363,0.5603985056039826,-10.997085123965755,2.1684384724695467,4.101378542683454,-12.108792846497764,-3.8585209003215373,10.777661795407104,11.63386523458538,14.602132895816238,-4.647275158809765,-3.5297927461139893,-8.757062146892657,13.741223671013037,19.347723333858518,-5.205788385641789,-2.623644124211943,-1.346801346801333,-11.367127496159748,-21.8068311134619,-4.926866820631259,-7.142857142857134,-7.456633877056891,1.9984032129291345,-17.142857142857135,9.014633350165,-3.375546240970308
2018-01-10,-2.726191842102281,17.40082476220738,-0.6645650506943848,2.523825743156149,1.010848126232745,-8.66666771881703,-0.4971257095339673,-2.8080985915493066,-2.427110364829788,17.72486772486772,-3.7077131258457303,-3.49731649440207,-10.41666666666667,-2.4665981500513836,1.3891106498483228,6.3492063492063435,0.03342245989305335,-3.2116432230262646,1.6087278106508829,-11.327307602883044,-11.235955056179787,-1.5072765072765215,3.6826626940325666,-1.9623233908948194,-6.206896551724143,-3.302524121143692,-1.3709716976504573,-6.598984771573609,-16.260962896635974,6.739672858331023
